Product_ID,Production_Date,Inspection_Result,Defect_Type,Root_Cause_Category,Supplier_ID,Shift,Inspector_ID,Rework_Required,Cost_of_Defect,First_Time_Yield
P3552,2023-05-21,Pass,N/A,N/A,S002,A,INSP004,No,0,Yes
P5330,2023-11-01,Pass,N/A,N/A,S003,A,INSP004,No,0,Yes
P3061,2023-08-05,Pass,N/A,N/A,S003,B,INSP005,No,0,Yes
P6450,2023-10-26,Pass,N/A,N/A,S002,C,INSP003,No,0,Yes
P6303,2024-10-25,Fail,Material Flaw,Machine Fault,S005,C,INSP002,Yes,1524,No
P3059,2023-05-23,Pass,N/A,N/A,S003,B,INSP003,No,0,Yes
P4610,2023-08-13,Pass,N/A,N/A,S001,B,INSP005,No,0,Yes
P5282,2024-09-23,Fail,Material Flaw,Design Flaw,S003,C,INSP004,Yes,1772,No
P4480,2024-08-14,Pass,N/A,N/A,S003,A,INSP004,No,0,Yes
P1711,2025-01-17,Fail,Porosity,Supplier Defect,S003,C,INSP005,Yes,193,No
P5636,2023-08-25,Pass,N/A,N/A,S002,A,INSP002,No,0,Yes
P6627,2024-04-20,Pass,N/A,N/A,S002,A,INSP002,No,0,Yes
P2927,2023-06-26,Pass,N/A,N/A,S004,A,INSP004,No,0,Yes
P7724,2023-10-10,Pass,N/A,N/A,S003,A,INSP005,No,0,Yes
P2557,2023-06-20,Pass,N/A,N/A,S003,B,INSP001,No,0,Yes
P6210,2024-05-29,Fail,Porosity,Design Flaw,S002,B,INSP002,Yes,1625,No
P8368,2023-07-15,Pass,N/A,N/A,S005,C,INSP003,No,0,Yes
P4427,2023-10-23,Pass,N/A,N/A,S003,A,INSP004,No,0,Yes
P7638,2025-03-01,Fail,Material Flaw,Material Issue,S003,A,INSP004,Yes,1540,No
P4125,2024-03-22,Pass,N/A,N/A,S003,A,INSP005,No,0,Yes
P1150,2023-05-24,Pass,N/A,N/A,S002,A,INSP002,No,0,Yes
P5554,2023-04-16,Pass,N/A,N/A,S003,A,INSP005,No,0,Yes
P7867,2023-10-31,Pass,N/A,N/A,S001,C,INSP001,No,0,Yes
P3598,2024-07-09,Pass,N/A,N/A,S001,C,INSP005,No,0,Yes
P7743,2023-08-18,Pass,N/A,N/A,S001,A,INSP005,No,0,Yes
P5277,2023-09-02,Pass,N/A,N/A,S003,B,INSP004,No,0,Yes
P1509,2024-03-04,Pass,N/A,N/A,S005,C,INSP001,No,0,Yes
P4254,2024-08-20,Pass,N/A,N/A,S004,C,INSP002,No,0,Yes
P4810,2024-11-14,Pass,N/A,N/A,S004,B,INSP005,No,0,Yes
P1193,2023-05-13,Pass,N/A,N/A,S002,C,INSP001,No,0,Yes
P6854,2023-09-21,Fail,Weld Defect,Material Issue,S001,B,INSP002,Yes,331,No
P4005,2023-05-31,Fail,Weld Defect,Machine Fault,S001,B,INSP001,Yes,1258,No
P5939,2024-11-24,Pass,N/A,N/A,S002,C,INSP003,No,0,Yes
P1961,2023-05-29,Pass,N/A,N/A,S002,A,INSP005,No,0,Yes
P7854,2023-06-22,Pass,N/A,N/A,S001,C,INSP001,No,0,Yes
P3824,2024-05-22,Pass,N/A,N/A,S001,C,INSP001,No,0,Yes
P7985,2023-06-03,Pass,N/A,N/A,S001,B,INSP001,No,0,Yes
P6275,2023-10-29,Pass,N/A,N/A,S001,B,INSP001,No,0,Yes
P9606,2025-01-16,Pass,N/A,N/A,S002,A,INSP003,No,0,Yes
P1255,2024-12-29,Pass,N/A,N/A,S003,B,INSP005,No,0,Yes
P8977,2023-09-19,Pass,N/A,N/A,S003,C,INSP003,No,0,Yes
P7891,2024-02-15,Fail,Porosity,Human Error,S004,B,INSP003,Yes,1366,No
P7838,2024-04-08,Pass,N/A,N/A,S002,C,INSP001,No,0,Yes
P2816,2023-12-21,Pass,N/A,N/A,S005,A,INSP003,No,0,Yes
P8871,2024-11-07,Pass,N/A,N/A,S002,C,INSP002,No,0,Yes
P6764,2023-12-27,Pass,N/A,N/A,S003,B,INSP003,No,0,Yes
P3217,2024-12-13,Pass,N/A,N/A,S003,B,INSP001,No,0,Yes
P6690,2024-12-22,Pass,N/A,N/A,S003,A,INSP001,No,0,Yes
P5778,2025-01-10,Pass,N/A,N/A,S004,B,INSP002,No,0,Yes
P8483,2023-10-19,Pass,N/A,N/A,S002,C,INSP002,No,0,Yes
P4440,2023-12-12,Pass,N/A,N/A,S001,C,INSP003,No,0,Yes
P7723,2025-01-31,Pass,N/A,N/A,S003,C,INSP004,No,0,Yes
P4174,2024-08-17,Pass,N/A,N/A,S005,A,INSP001,No,0,Yes
P3362,2023-11-18,Fail,Surface Crack,Supplier Defect,S001,A,INSP004,Yes,1457,No
P8445,2023-04-16,Fail,Weld Defect,Machine Fault,S001,B,INSP003,Yes,1661,No
P4146,2025-01-16,Pass,N/A,N/A,S001,A,INSP003,No,0,Yes
P1554,2023-10-10,Fail,Surface Crack,Machine Fault,S001,B,INSP004,Yes,312,No
P4038,2023-05-12,Pass,N/A,N/A,S001,B,INSP004,No,0,Yes
P6209,2023-05-14,Pass,N/A,N/A,S001,A,INSP004,No,0,Yes
P2119,2023-12-31,Pass,N/A,N/A,S005,B,INSP004,No,0,Yes
P9699,2023-04-29,Pass,N/A,N/A,S001,C,INSP002,No,0,Yes
P8493,2025-01-27,Pass,N/A,N/A,S004,C,INSP005,No,0,Yes
P7818,2024-02-27,Fail,Misalignment,Material Issue,S003,B,INSP001,Yes,1274,No
P6973,2023-09-29,Pass,N/A,N/A,S003,B,INSP003,No,0,Yes
P1417,2024-04-11,Pass,N/A,N/A,S005,B,INSP002,No,0,Yes
P8376,2024-06-17,Pass,N/A,N/A,S005,A,INSP003,No,0,Yes
P5459,2023-06-03,Fail,Surface Crack,Machine Fault,S001,A,INSP005,Yes,1613,No
P5652,2025-04-14,Pass,N/A,N/A,S004,C,INSP003,No,0,Yes
P6094,2023-11-22,Fail,Weld Defect,Human Error,S005,A,INSP005,Yes,438,No
P3390,2024-10-31,Pass,N/A,N/A,S004,B,INSP004,No,0,Yes
P8809,2024-04-07,Pass,N/A,N/A,S004,B,INSP001,No,0,Yes
P5191,2025-02-08,Pass,N/A,N/A,S001,B,INSP003,No,0,Yes
P7015,2024-03-16,Pass,N/A,N/A,S002,A,INSP003,No,0,Yes
P8950,2024-02-17,Pass,N/A,N/A,S001,C,INSP002,No,0,Yes
P7528,2023-10-20,Fail,Material Flaw,Machine Fault,S003,A,INSP003,Yes,423,No
P4226,2024-04-23,Pass,N/A,N/A,S001,C,INSP002,No,0,Yes
P6214,2024-08-24,Pass,N/A,N/A,S003,B,INSP005,No,0,Yes
P9517,2023-05-09,Pass,N/A,N/A,S003,B,INSP004,No,0,Yes
P6979,2024-09-16,Pass,N/A,N/A,S003,B,INSP001,No,0,Yes
P1360,2023-06-06,Pass,N/A,N/A,S003,B,INSP004,No,0,Yes
P7328,2023-09-15,Pass,N/A,N/A,S005,A,INSP004,No,0,Yes
P5523,2024-02-24,Fail,Material Flaw,Human Error,S002,A,INSP003,Yes,1504,No
P6474,2024-07-22,Pass,N/A,N/A,S002,A,INSP002,No,0,Yes
P1881,2023-09-07,Fail,Misalignment,Supplier Defect,S002,A,INSP003,Yes,298,No
P8467,2024-10-10,Pass,N/A,N/A,S003,A,INSP002,No,0,Yes
P6731,2024-09-26,Pass,N/A,N/A,S003,B,INSP004,No,0,Yes
P4410,2024-04-04,Pass,N/A,N/A,S003,C,INSP004,No,0,Yes
P6398,2023-05-15,Pass,N/A,N/A,S001,B,INSP002,No,0,Yes
P9552,2024-07-23,Pass,N/A,N/A,S002,A,INSP005,No,0,Yes
P3524,2024-02-19,Pass,N/A,N/A,S003,A,INSP004,No,0,Yes
P8495,2024-02-02,Pass,N/A,N/A,S002,C,INSP001,No,0,Yes
P8100,2023-09-29,Pass,N/A,N/A,S002,A,INSP001,No,0,Yes
P7694,2025-03-12,Fail,Weld Defect,Material Issue,S003,C,INSP002,Yes,649,No
P8449,2024-02-28,Pass,N/A,N/A,S005,B,INSP004,No,0,Yes
P1634,2023-04-19,Pass,N/A,N/A,S003,A,INSP004,No,0,Yes
P9046,2024-06-15,Pass,N/A,N/A,S005,A,INSP002,No,0,Yes
P8543,2023-09-07,Pass,N/A,N/A,S003,A,INSP002,No,0,Yes
P9738,2023-05-21,Pass,N/A,N/A,S002,B,INSP002,No,0,Yes
P2175,2024-04-11,Pass,N/A,N/A,S005,C,INSP004,No,0,Yes
P3534,2025-03-13,Pass,N/A,N/A,S002,C,INSP005,No,0,Yes
P4507,2024-01-02,Pass,N/A,N/A,S005,B,INSP001,No,0,Yes
P4456,2025-03-04,Fail,Weld Defect,Supplier Defect,S003,A,INSP004,Yes,1702,No
P1503,2023-08-07,Fail,Material Flaw,Human Error,S003,C,INSP002,Yes,793,No
P8714,2023-09-19,Pass,N/A,N/A,S003,A,INSP002,No,0,Yes
P4565,2024-06-25,Fail,Surface Crack,Machine Fault,S003,B,INSP001,Yes,1283,No
P5484,2023-04-21,Pass,N/A,N/A,S003,C,INSP004,No,0,Yes
P5263,2024-01-20,Pass,N/A,N/A,S004,B,INSP005,No,0,Yes
P4249,2024-08-03,Fail,Porosity,Human Error,S004,C,INSP005,Yes,1811,No
P5259,2023-10-27,Pass,N/A,N/A,S005,B,INSP001,No,0,Yes
P7113,2023-12-16,Fail,Misalignment,Material Issue,S003,A,INSP001,Yes,271,No
P7541,2025-03-01,Pass,N/A,N/A,S002,B,INSP005,No,0,Yes
P4154,2025-03-30,Pass,N/A,N/A,S001,A,INSP002,No,0,Yes
P8596,2025-01-08,Pass,N/A,N/A,S003,A,INSP002,No,0,Yes
P7052,2024-06-21,Pass,N/A,N/A,S001,C,INSP004,No,0,Yes
P3561,2025-02-23,Pass,N/A,N/A,S005,B,INSP004,No,0,Yes
P1804,2024-01-25,Pass,N/A,N/A,S002,A,INSP003,No,0,Yes
P8638,2024-10-31,Pass,N/A,N/A,S005,A,INSP004,No,0,Yes
P4766,2023-11-18,Fail,Surface Crack,Machine Fault,S002,C,INSP004,Yes,1308,No
P8471,2025-03-21,Pass,N/A,N/A,S005,A,INSP001,No,0,Yes
P8280,2024-03-02,Fail,Porosity,Material Issue,S004,B,INSP002,Yes,1862,No
P8502,2024-10-30,Pass,N/A,N/A,S005,B,INSP003,No,0,Yes
P9866,2024-08-14,Pass,N/A,N/A,S001,B,INSP005,No,0,Yes
P6438,2023-11-05,Pass,N/A,N/A,S001,A,INSP005,No,0,Yes
P2923,2023-07-10,Fail,Material Flaw,Machine Fault,S002,B,INSP005,Yes,1212,No
P1273,2024-08-19,Pass,N/A,N/A,S003,B,INSP002,No,0,Yes
P7209,2024-10-18,Pass,N/A,N/A,S001,C,INSP005,No,0,Yes
P2007,2024-11-25,Pass,N/A,N/A,S002,B,INSP002,No,0,Yes
P5572,2024-08-15,Fail,Material Flaw,Design Flaw,S001,A,INSP004,Yes,1441,No
P7172,2025-03-11,Pass,N/A,N/A,S002,C,INSP003,No,0,Yes
P9875,2023-05-01,Pass,N/A,N/A,S004,B,INSP005,No,0,Yes
P2588,2025-01-14,Pass,N/A,N/A,S001,A,INSP004,No,0,Yes
P2903,2023-12-10,Pass,N/A,N/A,S001,C,INSP002,No,0,Yes
P5312,2023-07-09,Pass,N/A,N/A,S004,B,INSP002,No,0,Yes
P6011,2023-08-05,Pass,N/A,N/A,S002,A,INSP003,No,0,Yes
P7075,2025-04-02,Pass,N/A,N/A,S002,A,INSP001,No,0,Yes
P6159,2024-01-09,Pass,N/A,N/A,S005,B,INSP002,No,0,Yes
P7645,2023-05-16,Pass,N/A,N/A,S005,C,INSP004,No,0,Yes
P5938,2024-03-19,Pass,N/A,N/A,S003,B,INSP001,No,0,Yes
P1689,2024-03-18,Pass,N/A,N/A,S001,C,INSP005,No,0,Yes
P9068,2023-09-03,Pass,N/A,N/A,S004,B,INSP005,No,0,Yes
P3473,2025-01-18,Pass,N/A,N/A,S001,A,INSP001,No,0,Yes
P9222,2023-07-12,Pass,N/A,N/A,S003,A,INSP004,No,0,Yes
P5074,2024-01-11,Pass,N/A,N/A,S004,A,INSP003,No,0,Yes
P6375,2023-07-03,Pass,N/A,N/A,S003,A,INSP003,No,0,Yes
P9917,2024-11-19,Fail,Misalignment,Human Error,S002,B,INSP005,Yes,732,No
P4731,2024-02-20,Pass,N/A,N/A,S005,C,INSP001,No,0,Yes
P1148,2024-08-12,Pass,N/A,N/A,S004,B,INSP004,No,0,Yes
P8270,2025-01-27,Pass,N/A,N/A,S001,B,INSP003,No,0,Yes
P4674,2024-09-24,Pass,N/A,N/A,S004,B,INSP001,No,0,Yes
P2823,2025-01-11,Pass,N/A,N/A,S002,A,INSP003,No,0,Yes
P2434,2023-07-28,Pass,N/A,N/A,S002,C,INSP004,No,0,Yes
P3592,2024-09-12,Pass,N/A,N/A,S005,C,INSP005,No,0,Yes
P2793,2024-11-27,Pass,N/A,N/A,S003,B,INSP002,No,0,Yes
P7219,2023-12-19,Pass,N/A,N/A,S003,C,INSP002,No,0,Yes
P9858,2024-10-23,Pass,N/A,N/A,S003,A,INSP001,No,0,Yes
P8763,2025-03-12,Pass,N/A,N/A,S005,C,INSP001,No,0,Yes
P4436,2024-10-09,Pass,N/A,N/A,S003,C,INSP005,No,0,Yes
P4600,2024-08-10,Pass,N/A,N/A,S003,C,INSP001,No,0,Yes
P7005,2025-02-17,Pass,N/A,N/A,S001,B,INSP003,No,0,Yes
P1644,2023-10-16,Fail,Surface Crack,Human Error,S002,A,INSP004,Yes,519,No
P4143,2024-10-12,Pass,N/A,N/A,S004,B,INSP005,No,0,Yes
P1908,2023-12-19,Pass,N/A,N/A,S005,C,INSP002,No,0,Yes
P9255,2024-03-14,Pass,N/A,N/A,S002,C,INSP003,No,0,Yes
P2206,2023-05-13,Pass,N/A,N/A,S002,B,INSP001,No,0,Yes
P4930,2025-04-07,Pass,N/A,N/A,S005,B,INSP002,No,0,Yes
P8020,2025-03-28,Pass,N/A,N/A,S003,A,INSP003,No,0,Yes
P4074,2023-10-02,Pass,N/A,N/A,S003,B,INSP003,No,0,Yes
P2345,2023-08-07,Pass,N/A,N/A,S002,B,INSP003,No,0,Yes
P8036,2024-06-11,Pass,N/A,N/A,S003,A,INSP004,No,0,Yes
P3867,2023-10-07,Fail,Porosity,Supplier Defect,S003,C,INSP004,Yes,1580,No
P5541,2023-12-05,Fail,Porosity,Human Error,S002,B,INSP005,Yes,1932,No
P7534,2023-10-04,Pass,N/A,N/A,S001,B,INSP002,No,0,Yes
P3593,2023-06-27,Pass,N/A,N/A,S001,C,INSP001,No,0,Yes
P8806,2023-12-22,Pass,N/A,N/A,S001,B,INSP003,No,0,Yes
P4886,2024-01-30,Pass,N/A,N/A,S005,C,INSP003,No,0,Yes
P9010,2024-12-10,Pass,N/A,N/A,S004,C,INSP002,No,0,Yes
P7966,2025-01-18,Pass,N/A,N/A,S004,A,INSP005,No,0,Yes
P7189,2023-06-17,Pass,N/A,N/A,S004,C,INSP003,No,0,Yes
P9605,2025-04-13,Pass,N/A,N/A,S003,B,INSP002,No,0,Yes
P4240,2024-08-18,Pass,N/A,N/A,S002,C,INSP001,No,0,Yes
P9064,2025-02-08,Pass,N/A,N/A,S004,C,INSP004,No,0,Yes
P3945,2023-09-04,Fail,Material Flaw,Design Flaw,S001,C,INSP001,Yes,195,No
P2721,2023-09-20,Pass,N/A,N/A,S002,B,INSP001,No,0,Yes
P7313,2024-05-02,Pass,N/A,N/A,S004,A,INSP005,No,0,Yes
P7920,2025-03-29,Pass,N/A,N/A,S002,A,INSP001,No,0,Yes
P8953,2024-06-29,Pass,N/A,N/A,S002,C,INSP001,No,0,Yes
P4669,2023-04-28,Pass,N/A,N/A,S002,A,INSP002,No,0,Yes
P2226,2025-02-27,Pass,N/A,N/A,S001,C,INSP005,No,0,Yes
P4658,2024-12-18,Pass,N/A,N/A,S003,A,INSP003,No,0,Yes
P3202,2023-06-14,Pass,N/A,N/A,S003,C,INSP002,No,0,Yes
P4434,2024-03-29,Pass,N/A,N/A,S001,C,INSP003,No,0,Yes
P1847,2023-12-27,Pass,N/A,N/A,S001,A,INSP001,No,0,Yes
P8811,2024-02-07,Fail,Material Flaw,Supplier Defect,S001,C,INSP005,Yes,217,No
P5154,2024-05-15,Pass,N/A,N/A,S005,A,INSP003,No,0,Yes
P1713,2024-11-23,Pass,N/A,N/A,S004,B,INSP001,No,0,Yes
P3088,2024-04-08,Pass,N/A,N/A,S005,C,INSP005,No,0,Yes
P8785,2023-12-10,Pass,N/A,N/A,S005,A,INSP002,No,0,Yes
P3717,2023-10-03,Pass,N/A,N/A,S002,B,INSP004,No,0,Yes
P9863,2023-11-17,Pass,N/A,N/A,S005,C,INSP004,No,0,Yes
P4108,2024-07-26,Fail,Porosity,Material Issue,S002,B,INSP002,Yes,1064,No
P6205,2023-09-18,Fail,Porosity,Machine Fault,S002,C,INSP001,Yes,1447,No
P2685,2025-02-21,Fail,Misalignment,Design Flaw,S003,C,INSP002,Yes,209,No
P3754,2024-06-24,Pass,N/A,N/A,S005,C,INSP005,No,0,Yes
P1616,2024-09-07,Pass,N/A,N/A,S005,B,INSP002,No,0,Yes
P1511,2024-10-06,Fail,Material Flaw,Human Error,S004,A,INSP001,Yes,1091,No
P5029,2023-10-07,Pass,N/A,N/A,S002,A,INSP001,No,0,Yes
P2002,2025-04-10,Pass,N/A,N/A,S005,A,INSP004,No,0,Yes
P8656,2025-02-11,Pass,N/A,N/A,S004,B,INSP001,No,0,Yes
P3171,2024-10-09,Pass,N/A,N/A,S005,C,INSP002,No,0,Yes
P2707,2024-10-11,Pass,N/A,N/A,S002,A,INSP005,No,0,Yes
P2214,2024-07-18,Fail,Surface Crack,Supplier Defect,S002,C,INSP003,Yes,1038,No
P6648,2023-09-24,Pass,N/A,N/A,S005,A,INSP001,No,0,Yes
P4119,2024-06-25,Pass,N/A,N/A,S004,B,INSP003,No,0,Yes
P6424,2023-11-30,Pass,N/A,N/A,S001,B,INSP005,No,0,Yes
P2283,2024-04-21,Pass,N/A,N/A,S003,B,INSP001,No,0,Yes
P9338,2024-11-22,Pass,N/A,N/A,S005,B,INSP001,No,0,Yes
P4723,2023-10-04,Pass,N/A,N/A,S002,C,INSP001,No,0,Yes
P9611,2023-12-02,Pass,N/A,N/A,S002,C,INSP001,No,0,Yes
P4724,2024-03-15,Pass,N/A,N/A,S002,C,INSP003,No,0,Yes
P3652,2024-04-13,Fail,Material Flaw,Design Flaw,S002,B,INSP003,Yes,1104,No
P7878,2023-07-24,Pass,N/A,N/A,S002,A,INSP001,No,0,Yes
P7726,2023-11-16,Pass,N/A,N/A,S003,C,INSP001,No,0,Yes
P2463,2023-04-27,Pass,N/A,N/A,S002,B,INSP001,No,0,Yes
P3469,2025-03-10,Pass,N/A,N/A,S004,C,INSP005,No,0,Yes
P2825,2024-04-13,Pass,N/A,N/A,S003,B,INSP002,No,0,Yes
P9954,2024-11-03,Pass,N/A,N/A,S002,B,INSP001,No,0,Yes
P8156,2024-04-01,Fail,Surface Crack,Human Error,S002,B,INSP003,Yes,542,No
P7108,2023-10-26,Pass,N/A,N/A,S004,B,INSP002,No,0,Yes
P8446,2023-04-28,Pass,N/A,N/A,S002,A,INSP003,No,0,Yes
P9423,2023-09-16,Pass,N/A,N/A,S001,C,INSP002,No,0,Yes
P5876,2023-11-13,Fail,Misalignment,Design Flaw,S002,B,INSP003,Yes,794,No
P8721,2023-11-19,Pass,N/A,N/A,S001,C,INSP003,No,0,Yes
P7554,2023-09-22,Pass,N/A,N/A,S002,C,INSP001,No,0,Yes
P4041,2023-12-01,Pass,N/A,N/A,S001,C,INSP003,No,0,Yes
P7378,2023-11-26,Pass,N/A,N/A,S003,B,INSP005,No,0,Yes
P7658,2024-08-10,Pass,N/A,N/A,S001,A,INSP003,No,0,Yes
P4381,2025-02-13,Pass,N/A,N/A,S002,A,INSP005,No,0,Yes
P6074,2025-04-03,Pass,N/A,N/A,S005,A,INSP004,No,0,Yes
P1262,2025-03-20,Pass,N/A,N/A,S003,C,INSP002,No,0,Yes
P4167,2024-09-11,Fail,Material Flaw,Human Error,S002,C,INSP004,Yes,270,No
P6285,2024-09-21,Pass,N/A,N/A,S001,C,INSP004,No,0,Yes
P5151,2023-05-02,Pass,N/A,N/A,S004,C,INSP003,No,0,Yes
P5185,2025-02-11,Fail,Porosity,Material Issue,S001,B,INSP001,Yes,1621,No
P3426,2023-09-06,Pass,N/A,N/A,S002,B,INSP003,No,0,Yes
P6315,2024-08-25,Pass,N/A,N/A,S004,A,INSP001,No,0,Yes
P1545,2023-09-26,Pass,N/A,N/A,S003,C,INSP003,No,0,Yes
P3294,2023-09-27,Pass,N/A,N/A,S002,C,INSP002,No,0,Yes
P3390,2023-11-23,Pass,N/A,N/A,S003,A,INSP004,No,0,Yes
P2991,2025-04-08,Fail,Material Flaw,Supplier Defect,S001,A,INSP005,Yes,1140,No
P2284,2023-07-24,Fail,Surface Crack,Machine Fault,S001,B,INSP004,Yes,279,No
P5510,2024-01-27,Fail,Material Flaw,Material Issue,S005,C,INSP002,Yes,579,No
P5515,2023-04-17,Pass,N/A,N/A,S003,A,INSP004,No,0,Yes
P1780,2025-02-12,Pass,N/A,N/A,S005,B,INSP003,No,0,Yes
P2508,2025-02-02,Pass,N/A,N/A,S004,B,INSP005,No,0,Yes
P3977,2024-05-31,Pass,N/A,N/A,S005,C,INSP005,No,0,Yes
P7450,2023-04-20,Pass,N/A,N/A,S003,C,INSP003,No,0,Yes
P6757,2023-12-04,Pass,N/A,N/A,S004,C,INSP001,No,0,Yes
P9482,2024-10-20,Pass,N/A,N/A,S001,A,INSP004,No,0,Yes
P6426,2024-04-30,Pass,N/A,N/A,S002,B,INSP005,No,0,Yes
P3502,2025-01-10,Pass,N/A,N/A,S003,C,INSP001,No,0,Yes
P1386,2025-03-16,Pass,N/A,N/A,S005,C,INSP002,No,0,Yes
P8483,2025-02-15,Fail,Porosity,Supplier Defect,S005,B,INSP002,Yes,721,No
P3030,2024-08-08,Pass,N/A,N/A,S005,C,INSP003,No,0,Yes
P5060,2023-11-04,Pass,N/A,N/A,S003,C,INSP005,No,0,Yes
P8577,2023-12-01,Fail,Weld Defect,Design Flaw,S001,C,INSP001,Yes,1293,No
P5558,2024-02-11,Pass,N/A,N/A,S004,A,INSP004,No,0,Yes
P1147,2023-07-23,Fail,Surface Crack,Design Flaw,S003,B,INSP004,Yes,173,No
P3207,2024-11-01,Pass,N/A,N/A,S002,C,INSP001,No,0,Yes
P8608,2024-11-16,Pass,N/A,N/A,S003,A,INSP005,No,0,Yes
P8311,2025-03-21,Pass,N/A,N/A,S003,B,INSP003,No,0,Yes
P3049,2023-06-19,Pass,N/A,N/A,S002,C,INSP004,No,0,Yes
P9705,2023-05-26,Pass,N/A,N/A,S005,A,INSP005,No,0,Yes
P7350,2025-01-09,Pass,N/A,N/A,S002,B,INSP003,No,0,Yes
P9672,2024-05-31,Pass,N/A,N/A,S005,B,INSP005,No,0,Yes
P2578,2023-08-18,Fail,Weld Defect,Supplier Defect,S003,B,INSP002,Yes,1963,No
P3127,2025-02-02,Pass,N/A,N/A,S005,A,INSP002,No,0,Yes
P8706,2023-05-12,Fail,Porosity,Design Flaw,S003,C,INSP002,Yes,1329,No
P2053,2025-01-25,Pass,N/A,N/A,S004,A,INSP002,No,0,Yes
P7705,2024-08-03,Pass,N/A,N/A,S002,C,INSP005,No,0,Yes
P4157,2023-07-16,Pass,N/A,N/A,S004,A,INSP002,No,0,Yes
P2988,2025-03-05,Pass,N/A,N/A,S003,B,INSP002,No,0,Yes
P8094,2023-11-04,Pass,N/A,N/A,S003,C,INSP001,No,0,Yes
P9331,2024-02-05,Pass,N/A,N/A,S005,C,INSP004,No,0,Yes
P4067,2023-09-28,Pass,N/A,N/A,S002,B,INSP001,No,0,Yes
P3124,2024-04-30,Pass,N/A,N/A,S005,C,INSP001,No,0,Yes
P8580,2024-03-29,Pass,N/A,N/A,S004,A,INSP005,No,0,Yes
P6729,2025-01-18,Pass,N/A,N/A,S001,A,INSP002,No,0,Yes
P1242,2023-05-01,Fail,Porosity,Material Issue,S001,C,INSP005,Yes,1585,No
P7882,2025-02-07,Pass,N/A,N/A,S001,C,INSP001,No,0,Yes
P3700,2024-02-23,Pass,N/A,N/A,S004,A,INSP002,No,0,Yes
P3104,2023-09-01,Pass,N/A,N/A,S005,C,INSP002,No,0,Yes
P4369,2025-03-05,Pass,N/A,N/A,S002,C,INSP004,No,0,Yes
P3893,2023-09-19,Pass,N/A,N/A,S003,C,INSP001,No,0,Yes
P6720,2023-12-25,Pass,N/A,N/A,S005,B,INSP002,No,0,Yes
P3845,2023-04-19,Pass,N/A,N/A,S002,C,INSP004,No,0,Yes
P8796,2023-05-14,Pass,N/A,N/A,S004,A,INSP002,No,0,Yes
P2020,2023-07-04,Pass,N/A,N/A,S003,C,INSP003,No,0,Yes
P6695,2023-06-13,Pass,N/A,N/A,S003,A,INSP001,No,0,Yes
P1943,2023-07-22,Pass,N/A,N/A,S004,A,INSP001,No,0,Yes
P4829,2024-02-27,Pass,N/A,N/A,S005,A,INSP003,No,0,Yes
P4574,2023-08-17,Pass,N/A,N/A,S001,A,INSP003,No,0,Yes
P4494,2025-01-28,Pass,N/A,N/A,S003,C,INSP003,No,0,Yes
P7376,2025-01-09,Pass,N/A,N/A,S001,A,INSP002,No,0,Yes
P1206,2023-07-26,Fail,Material Flaw,Material Issue,S001,B,INSP004,Yes,1303,No
P2660,2024-04-13,Pass,N/A,N/A,S004,B,INSP001,No,0,Yes
P2473,2024-01-28,Pass,N/A,N/A,S002,C,INSP002,No,0,Yes
P1573,2024-02-22,Pass,N/A,N/A,S005,A,INSP001,No,0,Yes
P1627,2023-12-23,Pass,N/A,N/A,S003,C,INSP002,No,0,Yes
P3696,2023-11-29,Pass,N/A,N/A,S003,A,INSP005,No,0,Yes
P1119,2025-03-10,Pass,N/A,N/A,S001,A,INSP004,No,0,Yes
P2301,2024-06-02,Pass,N/A,N/A,S001,B,INSP003,No,0,Yes
P5096,2023-05-05,Pass,N/A,N/A,S002,B,INSP002,No,0,Yes
P6561,2024-10-06,Fail,Weld Defect,Supplier Defect,S001,C,INSP001,Yes,1237,No
P6997,2024-04-06,Pass,N/A,N/A,S002,C,INSP004,No,0,Yes
P1349,2023-10-21,Pass,N/A,N/A,S002,B,INSP005,No,0,Yes
P3750,2025-01-25,Pass,N/A,N/A,S004,A,INSP004,No,0,Yes
P3406,2024-07-10,Pass,N/A,N/A,S004,A,INSP003,No,0,Yes
P2770,2024-02-16,Pass,N/A,N/A,S001,A,INSP002,No,0,Yes
P1173,2023-08-13,Pass,N/A,N/A,S004,B,INSP005,No,0,Yes
P9122,2024-02-08,Pass,N/A,N/A,S002,B,INSP002,No,0,Yes
P9165,2024-01-02,Pass,N/A,N/A,S001,C,INSP005,No,0,Yes
P8688,2024-05-07,Pass,N/A,N/A,S002,C,INSP002,No,0,Yes
P2438,2024-05-20,Pass,N/A,N/A,S005,A,INSP003,No,0,Yes
P1954,2023-09-18,Pass,N/A,N/A,S002,C,INSP003,No,0,Yes
P9725,2023-05-14,Pass,N/A,N/A,S005,B,INSP002,No,0,Yes
P2519,2024-07-02,Pass,N/A,N/A,S001,B,INSP002,No,0,Yes
P9706,2023-12-24,Pass,N/A,N/A,S002,B,INSP003,No,0,Yes
P9932,2023-11-21,Pass,N/A,N/A,S001,C,INSP005,No,0,Yes
P3540,2025-01-26,Pass,N/A,N/A,S002,A,INSP001,No,0,Yes
P7435,2025-01-12,Pass,N/A,N/A,S001,A,INSP003,No,0,Yes
P8265,2023-08-19,Pass,N/A,N/A,S001,C,INSP001,No,0,Yes
P8986,2024-07-14,Pass,N/A,N/A,S002,B,INSP001,No,0,Yes
